"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3329196","Louis  Faust and Priscilla  Jim&#233;nez-Pazmino and James K. Holland and Omar  Lizardo and David  Hachen and Nitesh V. Chawla","","","","What 30 Days Tells Us About 3 Years: Identifying Early Signs of User Abandonment and Non-Adherence","216--224","","9","Fitbit, User abandonment, adherence, fitness trackers, long-term study, wearables","10.1145/3329189.3329196","","","","","","","2019","","Proceedings of the 13th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth'19","","978-1-4503-6126-2","Trento, Italy","ACM","New York, NY, USA"
"article","2968442","Martin  Fre&#353;er and Bo&#382;idara  Cvetkovi&#263; and Anton  Gradi&#353;ek and Mitja  Lu&#353;trek","","","","Anticipatory System for T--H--C Dynamics in Room with Real and Virtual Sensors","1267--1274","","8","air quality, monitoring, ontology recommendation, smart office","10.1145/2968219.2968442","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971412","Shigeki  Kamada and Masanobu  Abe and Sunao  Hara","","","","Safety vs. Privacy: User Preferences from the Monitored and Monitoring Sides of a Monitoring System","101--104","","4","living area, monitoring system, privacy protection","10.1145/2968219.2971412","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971385","Ioannis  Boutsis and Vana  Kalogeraki","","","","CrowdAlert: A Mobile App for Event Reporting and User Alerting in Real-time","261--264","","4","android application, event reporting, user alerting","10.1145/2968219.2971385","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968525","John  Moore and Blaine  Price and Andrew  Smith and Janet  van der Linden","","","","Prototyping Lighting Schemes to Reflect Solar Energy Storage in the Home: A Light Bulb DSL","1631--1635","","5","DSL, ambient lighting, domain specific language","10.1145/2968219.2968525","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971398","Shoya  Ishimaru and Kai  Kunze and Koichi  Kise and Andreas  Dengel","","","","The Wordometer 2.0: Estimating the Number of Words You Read in Real Life Using Commercial EOG Glasses","293--296","","4","electrooculography, eye movement, quantified self, reading","10.1145/2968219.2971398","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968308","Vincent W. S. Tseng and Michael  Merrill and Franziska  Wittleder and Saeed  Abdullah and Min Hane Aung and Tanzeem  Choudhury","","","","Assessing Mental Health Issues on College Campuses: Preliminary Findings from a Pilot Study","1200--1208","","9","behavioral intervention, mHealth, mental health, mobile sensing, predictive modeling","10.1145/2968219.2968308","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3347079","Kento  Katsumata and Yuka  Noda and Naohiro  Isokawa and Shin  Katayama and Tadashi  Okoshi and Jin  Nakazawa","","","","SleepThermo: The Affect of In-cloth Monitored Body Temperature Change During Sleep on Human Well-being","1174--1177","","4","body, circadian, human, sleep, sleep quality, temperature, well-being","10.1145/3341162.3347079","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3347766","Anja  Exler and Alexandra  Voit and Dominik  Weber and Martin  Pielot and Nitesh  Goyal and Sven  Gehring and Tadashi  Okoshi and Veljko  Pejovic","","","","UbiTtention 2019: 4th International Workshop on Smart &#38; Ambient Notification and Attention Management","1054--1057","","4","ambient interfaces, attention management, internet of things, interruption management, notifications, smart cities","10.1145/3341162.3347766","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","2769506","Sohail  Rafiqi and Chatchai  Wangwiwattana and Jasmine  Kim and Ephrem  Fernandez and Suku  Nair and Eric C. Larson","","","","PupilWare: Towards Pervasive Cognitive Load Measurement Using Commodity Devices","42:1--42:8","42","8","cognitive psychology, image processing, pupillary response","10.1145/2769493.2769506","","","","","","","2015","","Proceedings of the 8th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '15","","978-1-4503-3452-5","Corfu, Greece","ACM","New York, NY, USA"
"article","3329239","Bastian Ils&#248; Hougaard and Hendrik  Knoche","","","","Telling the Story Right: How Therapists Aid Stroke Patients Interpret Personal Visualized Game Performance Data","435--443","","9","Self-care technology, data interpretation, framing effects, health monitoring, health numeracy, heat map, patient-generated data, self-awareness, self-tracking, storytelling, stroke rehabilitation, time line, trail making test","10.1145/3329189.3329239","","","","","","","2019","","Proceedings of the 13th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth'19","","978-1-4503-6126-2","Trento, Italy","ACM","New York, NY, USA"
"article","2971782","Kentaro  Ueda and Tsutomu  Terada and Masahiko  Tsukamoto","","","","Input Interface Using Wrinkles on Clothes","56--57","","2","input interface, wearable computing, wrinkles","10.1145/2971763.2971782","","","","","","","2016","","Proceedings of the 2016 ACM International Symposium on Wearable Computers","ISWC '16","","978-1-4503-4460-9","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3322743","Rebecca  Lietz and Meaghan  Harraghy and James  Brady and Diane  Calderon and Joe  Cloud and Fillia  Makedon","","","","A Wearable System for Unobtrusive Mood Detection","329--330","","2","machine learning, mood, wearable technology","10.1145/3316782.3322743","","","","","","","2019","","Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '19","","978-1-4503-6232-0","Rhodes, Greece","ACM","New York, NY, USA"
"article","3248593","","","","Session Chair-Amon  Rapp and Session Chair-Federica  Cena and Session Chair-Judy  Kay and Session Chair-Bob  Kummerfeld and Session Chair-Frank  Hopfgartner and Session Chair-Till  Plumbaum and Session Chair-Jakob  Larsen and Session Chair-Kgs  Lyngby and Session Chair-Daniel  Epstein and Session Chair-R&#250;ben  Gouveia","Session Details: (Quantified Self) New Frontiers of Quantified Self 2: Going Beyond Numbers","--","","","","10.1145/3248593","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971450","Seungeun  Chung and Injong  Rhee","","","","vTrack: Virtual Trackpad Interface Using Mm-level Sound Source Localization for Mobile Interaction","41--44","","4","interaction interface, mobile systems, sound source localization","10.1145/2968219.2971450","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971363","Jan  Gugenheimer and Dennis  Wolf and Gabriel  Haas and Sebastian  Krebs and Enrico  Rukzio","","","","A Demonstration of SwiVRChair: A Motorized Swivel Chair to Nudge Users' Orientation for 360 Degree Storytelling in Virtual Reality","281--284","","4","360 degree story-telling, 360 degree video, SwiVRChair, consumer virtual reality, mobile VR, nomadic VR, virtual environments, virtual reality","10.1145/2968219.2971363","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968416","Masanao  Ochi and Yuko  Nakashio and Yuta  Yamashita and Ichiro  Sakata and Kimitake  Asatani and Matthew  Ruttley and Junichiro  Mori","","","","Representation Learning for Geospatial Areas Using Large-scale Mobility Data from Smart Card","1381--1389","","9","auto fare collection, network embedding, representation learning, spatial databases, trajectory data mining","10.1145/2968219.2968416","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968293","Kei  Hiroi and Yoichi  Shinoda and Nobuo  Kawaguchi","","","","A Better Positioning with BLE Tag by RSSI Compensation Through Crowd Density Estimation","831--840","","10","BLE sensing, crowd density estimation, event analysis, indoor positioning","10.1145/2968219.2968293","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971359","Laura  Cabrera-Quiros","","","","Towards Multimodal Analysis of Human Behavior in Crowded Mingling Scenarios Using Movement Cues from Wearable Sensors and Cameras","399--404","","6","acceleration, cameras, human behavior analysis, movement, proximity, video, wearable sensors","10.1145/2968219.2971359","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2806205","Assunta  Matassa and Federica  Cena","","","","Body Experience in the Ubiquitous Era: Towards a New Gestural Corpus for Smart Spaces","945--950","","6","body experience, bodystorming approach, five senses experience, gestural interface, multimodal interaction, smart space","10.1145/2800835.2806205","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","2808718","Kai  Kunze and Tilman  Dingler and Niels  Henze and Koichi  Kise and Yoichi  Sato","","","","2Nd Workshop on Ubiquitous Technologies to Augment the Human Mind: Towards the Knowledge Log","1213--1216","","4","brain sensing, cognitive systems, eye gaze, knowledge log, quantified mind","10.1145/2800835.2808718","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3324015","Silvio  Krause and Marian  Haescher and Wencke  Chodan and Gerald  Bieber","","","","Nocturnal Respiration Pattern of Healthy People As a Hint for Sleep State Detection","547--553","","7","accelerometer, mobile device, respiration, sensors, smartwatch, vital data, vital sign","10.1145/3316782.3324015","","","","","","","2019","","Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '19","","978-1-4503-6232-0","Rhodes, Greece","ACM","New York, NY, USA"
"article","3129887","Yanbing  Yang and Shuya  Ding and Jie  Hao and Jun  Luo","","","","Roaming in Connecting Light: Practical Visible Light Communication Leveraging LED Sensing","9--14","","6","LED sensing, mobile computing, raptor code, roaming, visible light communication","10.1145/3129881.3129887","","","","","","","2017","","Proceedings of the 4th ACM Workshop on Visible Light Communication Systems","VLCS '17","","978-1-4503-5142-3","Snowbird, Utah, USA","ACM","New York, NY, USA"
